,manner_degree,title,price,like,chat,view,category,time,article,total_area_revised
10,40.3,갤럭시워치4 40mm 블루투스,90000,5,4,69,디지털기기,0.018,"
약 6개월 사용 깨끗합니다.
풀구성품 9만원에 날립니다.
네고X
",서울
11,53.3,삼성 갤럭시워치46mm  박스풀세트A급판매 전화통화 문자 카톡 가능하며  와이파이.블루투스 연결 가능한제품,90000,0,0,49,디지털기기,0.015,"
삼성 갤럭시워치46mm  박스풀세트A급판매 전화통화 문자 카톡 가능하며  와이파이.블루투스 연결 가능한제품 판매합니다
",전남
12,38.0,갤럭시워치4클래식 46mm 풀박,190000,7,1,84,디지털기기,0.019,"
22년1월구매
액정기스없어요
효성도서관근처서 직거래원합니다
",인천
13,41.6,갤럭시워치4 클래식,220000,2,0,60,디지털기기,0.016,"
갤럭시워치4클래식 46mm블랙색상입니다 구매후 두번 실사용했고 박스에 보관중입니다 박스 충전기 본체 모두 보유중입니다 연락주세여!
",경기도
14,39.2,(미사용)갤럭시워치4 44mm 블랙 골프에디션,190000,2,1,49,디지털기기,0.023,"
갤워치4 44mm 골프에디션
블루투스버전입니다.
미사용 신품
어머니 선물용으로 구입했는데 어울리시지 않아 연동없이 착용만 해보시고 바로 판매 합니다.
골프에디션은 일반판에 골프어플 무료사용 추가된 것으로 일반판과 차이 없습니다.
동남지구 LH행복주택 앞에서 직거래 합니다.
",충북
15,52.3,갤럭시 워치 제네시스 46mm 급처분⭐️⭐️,30000,2,0,100,디지털기기,0.023,"
갤럭시 워치 제네시스 급처분합니다
크기는 46mm입니다
상태 좋습니다 하자 없습니다
박스는 없습니다
구성품은 워치, 충전기(케이블 제외) 입니다
직거래 화서역파크푸르지오
택포+5000
",경기도
16,38.0,갤럭시워치2,43000,18,1,534,디지털기기,0.026,"
풀박스 다 있습니다  사용은 많이 하지 않았구요 46mm 이고 lte 가능 모델입니다  사용하는데 아무 이상 없습니다 스트랩은 다 정품입니다
전용 정품 충전기도 드립니다 
강남역  직거래원하구요~
저녁은 잠실나루역도 가능합니다^^
",서울
17,37.4,갤럭시워치5 30프로 할인쿠폰 팝니다.,20000,0,2,35,디지털기기,0.016,"
워치5 등 30프로 할인된 금액 + 2만원 주시면 구입 대신해 드립니다.
",충북
18,36.9,갤럭시워치5 핑크골드 40mm,250000,3,1,65,디지털기기,0.016,"
미개봉이고 22년 8월 제조상품입니다!
도계동에서 거래합니당
",경남
19,37.9,갤럭시워치3 45mm,92000,4,0,327,디지털기기,0.029,"
예민하신분은 뒤로가기 눌러주시고요.
생활기스 있습니다..
",전북
20,36.8,"갤럭시 워치 2,3",50000,3,3,494,디지털기기,0.025,"
갤럭시 워치2는 스트랩이 좀 더럽습니다..ㅠㅠ
박스 없습니다.블루투스용입니다.
생활기스 좀 있습니다.
갤럭시 기어 S2 클래식 5만원 
갤럭시 기어 S3 프론티어 7만원
",충남
21,41.6,갤럭시워치4클래식 풀박스,220000,0,0,67,디지털기기,0.022,"
갤럭시워치4클래식 46mm블랙색상입니다 구매후 두번 실사용했고 박스에 보관중입니다 박스 충전기 본체 모두 보유중입니다 연락주세여!
",경기도
22,47.1,갤럭시 워치5 44mm 그라파이트 블루투스용 미개봉,240000,6,0,72,디지털기기,0.031,"
낮에는 평택 시외버스터미널 근처 거래 가능
밤시간에는 송탄 장안동에서 거래 가능 합니다
",경기도
23,36.5,갤럭시워치4,145000,1,2,80,디지털기기,0.031,"
일주일 쓰다 아이폰으로 바꿔 팝니다 솔직히 일주일동안 귀찮아서 잘 안써서 거의 새제품입니다 네고없고 직거래만 하겠습니다 제가 학생이라 시간은 저녁쯤에 가능합니다 ㅜㅡㅜ
",제주
24,37.0,갤럭시워치3 45mm 41mm 커플 세트로 팝니다,200000,2,0,40,디지털기기,0.027,"
아이폰으로 넘어가고나니
잘 사용이 안되어서 정리합니다~
구성품은 사진과 같이 각각 박스없이
본품 + 충전독 + 정품가죽스트랩 
사외품 스트랩 2종 입니다. 
(남색/브라운 은 미사용신품)
41mm 여성용은 사진과 같이 
액정에 미세한 기스 있습니다
두세트 같이 가져가실분 찾아요^^
",부산
25,37.8,갤럭시워치4 악세사리 (스트랩/케이스),20000,4,0,158,디지털기기,0.024,"
🐝 직거래 / CU숭의장천점 (미추홀구 장천로6번길 33)
🐝 반값택배 1,600원 / 일반택배 3,000원 구매자 부담
갤럭시워치4 40mm TPU 풀커버 케이스 / 로즈골드 색상
갤럭시워치4 20mm 실리콘 스트랩 / 화이트 색상
갤럭시워치4 20mm 벨크로 루프 밴드 / 블루, 핑크 색상
위에 제품 모두 개봉만 해본 미사용 제품입니다.
일괄 20,000원 / 낱개판매X
",인천
26,37.8,갤럭시워치4 악세사리 (스트랩/케이스),20000,4,0,158,디지털기기,0.024,"
🐝 직거래 / CU숭의장천점 (미추홀구 장천로6번길 33)
🐝 반값택배 1,600원 / 일반택배 3,000원 구매자 부담
갤럭시워치4 40mm TPU 풀커버 케이스 / 로즈골드 색상
갤럭시워치4 20mm 실리콘 스트랩 / 화이트 색상
갤럭시워치4 20mm 벨크로 루프 밴드 / 블루, 핑크 색상
위에 제품 모두 개봉만 해본 미사용 제품입니다.
일괄 20,000원 / 낱개판매X
",인천
27,42.2,갤럭시워치4 골프에디션 44mm 미개봉 새제품팝니다.,185000,9,1,218,디지털기기,0.019,"
블랙 색상 미개봉 새제품입니다.
",울산
28,45.0,갤럭시 워치 5  30퍼센트 할인 쿠폰 팝니다!,19000,1,0,35,디지털기기,0.019,"
삼성 갤럭시 워치 5 전 기종 30퍼센트 가격에서
추가로 19,000원만 보내주시면 배송지 바꿔서 보내드립니다!
",경기도
29,39.7,삼성 갤럭시 핏2 스마트워치(미개봉),38000,2,0,14,디지털기기,0.02,"
품명 : 삼성 갤럭시 핏2
제조연월 : 2022.02
원가 : 49500원
링크 :  (운영 정책에 의한 URL 자동 숨김) 
개봉 아예 안한 새 상품 입니다.
정품이 아니거나 개봉 흔적 있을시 환불해드립니다!
",인천
30,37.5,갤럭시 워치5/충전기/프리스타일 30% 쿠폰팝니다.,22000,1,0,32,디지털기기,0.021,"
블루투스 LTE 색상 크기 마음대로 선택하시고  
주소 알려주시면 바로 주문들어가겠습니다. 
치킨값만 나와도 되니 BBQ쿠폰으로 대신주셔도 됩니다!
충전기 쿠폰은 워치나 프리스타일 사실분 필요하시면 그냥 드릴게요.
",대구
31,36.5,갤럭시워치5 44mm 미개봉 그라파이트 블루투스,290000,2,0,42,디지털기기,0.026,"
44mm 갤럭시워치5 미개봉
색상은 그라파이트색이고, 블루투스입니다.
로렌텍 강화유리 액정보호필름 2매도 드려요
보호필름은 워치4라 적혀있긴한데 호환가능할것 같아요
워치4 써보니까 케이스형은 안이뻐서 안끼게되더라구요
거래는 1호선 역 어디든 가능합니다
",경기도
32,45.3,갤럭시워치 액티브2  Active2,58000,1,2,168,디지털기기,0.03,"
사용감 많지만 작동과 충전 문제 없습니다.
시계에 연결된 줄은 구매할때 포함된 정품이고 
퍼플/블랙 스트랩은 제가 따로 구매했는데 저한텐 사이즈가 맞지 않아서 사용하지 않았습니다. 
메탈줄도 구매했는데 사진찍으려니 어디갔는지 보이질 않네요😣 
찾으면 같이 드리겠습니다.
일괄판매
불광동 직거래
택배 가능
",서울
33,36.5,갤럭시워치4 wifi 판매합니다,200000,0,0,251,디지털기기,0.03,"
올해 3월에 생일선물로 받았는데, 아이폰으로 변경으로 인해 판매합니다!!
박스가 사라져서 ㅠㅠ 충전기랑 같이 드릴께요
스트립줄은 완전 새거에여!!! 포함이니깐 부담 갖지말구 문의해주세요.
Z플립3 아이보리도 같이 판매합니다 폰과함께 하시면 할인해드릴께여!
휴대폰은 올 1월에 구매 후 흠집이나 이런거 없고 상태 좋아영
",강원도
34,40.1,"갤럭시 워치4 클래식 (lte, 자급제) -새제품",240000,7,3,451,디지털기기,0.017,"
갤럭시 워치4 자급제 모델입니다
운동시 스마트폰을 안가져가도 워치로만
 통화가능한게 장점이고
자급제라, 사용 스마트폰 요금제에 옵션으로 사용하시면 됩니다  (보통 만원정도)
색상은 블랙
미개봉 제품이며 태전동 직거래 가능합니다
",경기도
35,44.7,갤럭시 워치 5 44mm 실버 미개봉 새제품,280000,5,0,57,디지털기기,0.026,"
미개봉 새거에요
교환x에누리x
택배 무료배송 입니다
",서울
36,36.8,갤럭시 워치4 40mm,144000,6,3,452,디지털기기,0.026,"
달마다 돈내고 블루투스 없이 전화가능합니다.
사시면 스트랩이랑 케이스2개 드립니다.
박스 있습니다.필름 새거 껴서 넣어드립니다.
기스는 거의 없습니다.
",충남
37,37.9,갤럭시 액티브 워치,70000,3,0,229,생활가전,0.026,"
2021. 12.21 당근에서 새것 구매했어요 
6학년 여자 9개월 정도 사용 했네요! 
보시다 시피 깨끗 합니다 
박스도 가지고 있고, 전용 스트랩도 있습니다! 
초등 아이들 쓰기에 사이즈도 좋고 넘 좋습니다 
아이폰으로 넘어가게 되어 내놓습니다
중고거래로 교환, 반품 불가 합니다
",울산
38,37.1,[A급] 갤럭시워치3클래식 45mm + 밀레니즈 스트랩 + 충전기 거치대,80000,2,0,26,디지털기기,0.016,"
블루투스 모델, 상태 좋습니다.
모든 구성품 전체 10만원에 드립니다.
",경기도
39,38.2,갤럭시워치 41mm,51000,3,0,250,디지털기기,0.017,"
갤럭시 워치1 41mm 상태 좋습니다.
",경기도
40,36.9,갤럭시 워치 액티브2 충전기 포함 판매합니다.,65000,5,1,122,디지털기기,0.02,"
어머니께서 2년전 구매하셨는데 사용하지 않으셔서 아까워서 판매할려고 합니다. 
사진에서 확인가능하다시피 핑크골드 컬러입니다. 
최근 1년 넘게는 사용하지 않으셨고 판매시에 충전기도 함께 판매합니다. 
추가적인 사진이나 궁금한 부분 있으면 편하게 연락주세요.  
직거래로 위례동 주민센터 앞에서 가능합니다!
",서울
41,36.5,갤럭시워치4 클래식 42mm,140000,2,1,70,디지털기기,0.021,"
생활기스 조금 있구요, 화면 강화필름에 잔기스말곤 이상없습니다. 테두리에 스티커 붙여져있으며, 박스 및 충전기(어댑터 미포함) 같이드립니다!
",충북
42,44.7,갤럭시워치1 팝니다,50000,2,6,789,디지털기기,0.027,"
구성품은 독 기기입니다
",서울
43,39.7,"30% 할인쿠폰 갤럭시워치5 1장, 더 프리스타일 플러스 2장 팝니다",20000,0,0,19,디지털기기,0.027,"
갤럭시z플립4 사전예약 사은품으로 받은 쿠폰입니다.
현재 갤럭시워치5 쿠폰 1장, 더 프리스타일 플러스 2장 가능합니다.
저렴하게 해당 상품들 구매하고 싶으시면 연락주세요~
할인금액과 쿠폰비(제품별 상이) 받고 주소 바꿔서 주문해드립니다.
",경기도
44,36.5,갤럭시 워치 엑티브 2 팝니다 ! (박스 미포함) ss급,130000,1,0,50,디지털기기,0.016,"
사용한지 하루됬습니다 !
박스는 받자마자 .. 버려버렸습니다..
상태는 SS급이구요 충전기 포함해서 드립니다
SS급(기스없고 파손된부분 X)
",전남
45,38.0,갤럭시워치4 40mm,150000,7,3,106,디지털기기,0.028,"
3개월전에 부모님 사드렸는데 사용하기 불편하신지 안쓰신다고 해서 판매합니다.
액정필름 붙어있으며 기스는 없고 밴드에 사용흔적(선) 살짝 있습니다.
구성품 박스는 버리셨고 워치+충전기만 판매합니다.
알콜솜으로 다 닦아서 소독하고 드립니다.
거래는 부평구청역에서 평일8시이후 주말은 상시 가능합니다
",인천
46,48.5,갤럭시 워치 스트랩 밴드 22mm,5000,0,0,23,디지털기기,0.028,"
갤럭시 워치  스트랩 밴드 22mm
",충북
47,38.3,갤럭시워치3 45mm (블루투스) 팝니다,110000,6,0,147,디지털기기,0.022,"
- 45mm 검정색 블루투스모델입니다
- 2021년 구입하자마자 힐링쉴드 강화유리, 측후면필름 다둘렀고 베젤링부착해서 긁힘이나 찍힘은 거의 없이 깨끗함 (베젤링에는 살짝 긁힌 자국있음)
- 사진상 보이는 흰점이나 기스무늬는 기포 혹은 필름이 상처난 자국으로 본체는 문제 없음 (원하시면 필름 전부 제거해서 드려요)
- 정품가죽스트랩은 1번착용하고 미착용이며, 정품스포츠스트랩은 상처는 없으나 사용감 약간 있으니 참고요
- 충전케이블은 몇번 사용안해서 필름 붙어있는 상태
- 구매하시면 강화유리 남은거 1개, 심박센서필름 1개, 측면 필름 부분적으로 남은거 같이 드립니다
- 간석오거리 근처에서 직거래 원합니다
",인천
48,49.8,갤럭시 워치5 30% 할인쿠폰,20000,2,2,22,기타 중고물품,0.024,"
갤럭시 워치5 30% 할인쿠폰 판매합니다
구매신청 하신 후 제품 대신 주문해서 결제 해드리는 방식입니다
(선입결재입니다 배송받은 후 입금 등 문의는 죄송합니다) 
고가 거래인만큼 번호 교환 후 진행예정입니다
궁금하신건 톡주세요~
",세종시
49,43.6,[새제품] 갤럭시워치4 40mm 실버 미개봉 (보호필름 증정) SM-R860 갤럭시워치4 40,195000,19,11,761,디지털기기,0.009,"
SM-R860 갤럭시워치4 40mm gps 와이파이 모델
미개봉 새제품
❣️❣️❣️ 글 남아있으면 판매 중입니다.❣️❣️❣️
8월20일 어제 구매한 새제품입니다.
보호필름도 다 사뒀는데 함께 드립니다.
",서울
50,43.6,[새제품] 갤럭시워치4 40mm 실버 미개봉 (보호필름 증정) SM-R860 갤럭시워치4 40,195000,19,11,761,디지털기기,0.009,"
SM-R860 갤럭시워치4 40mm gps 와이파이 모델
미개봉 새제품
❣️❣️❣️ 글 남아있으면 판매 중입니다.❣️❣️❣️
8월20일 어제 구매한 새제품입니다.
보호필름도 다 사뒀는데 함께 드립니다.
",서울
51,43.6,[새제품] 갤럭시워치4 40mm 실버 핑크 블랙 미개봉 (보호필름 증정) SM-R860 갤럭시워치4 40 핑크골드,195000,39,26,1218,디지털기기,0.01,"
SM-R860 갤럭시워치4 40mm gps 와이파이 모델
선물로 산건데 싫다고 하길래 미개봉 새제품 상태 그대로 팝니다.
❣️❣️❣️ 글 남아있으면 판매 중입니다.❣️❣️❣️
8월28일 일요일 오늘 구매한 새제품입니다.
거래는 주말에 가능합니다.
실버 핑크 블랙 모두 있습니다.
보호필름도 다 사뒀는데 함께 드립니다.
각각 가격 입니다.
",서울
52,37.9,[삼성정품/미개봉] 갤럭시워치 고속 충전독(충전기) 팝니다.,30000,2,1,52,디지털기기,0.011,"
모델명: EP-OR900
22. 8. 8. 제조 물품이고
씰 봉인도 안 뜯긴 새제품이에요
가린건 시리얼 넘버인데 혹시나 싶어 가렸습니다^^
일반 충전과는 다른 고속 충전입니다~
모델명 검색해서 가격 확인해주세요.
직거래 장소는 광진구 삼성서비스센터광진점 (능동) 입니다~
",서울
53,36.5,갤럭시 워치5 44mm 실버 블루투스,260000,14,2,552,디지털기기,0.028,"
2주 정도 사용했고요
박스 다 있고요  거의 안차고 다녀서 상태 완전 좋습니다. 사은품 받은거 다 드려요
",경기도
54,37.1,갤럭시 워치4 44mm 상태 A급 팝니다.,160000,17,7,471,디지털기기,0.012,"
갤럭시워치4 사용한건 10번내외입니다.
다만 사진에서 보시다시피 약간의 찍힘은 있지만 눈에 거슬릴정도는 아닙니다.
선물 받은건데 별로 필요없는 관계로 팝니다.
구성품은 워치 충전기 박스입니다.
충전기는 TV모형으로 된 충전기입니다.
굉장히 편합니다.
 ***-****-**** 
",전북
55,36.8,(미개봉) 갤럭시 워치5 프로45mm 블랙 티타늄 블루투스,400000,8,1,345,디지털기기,0.03,"
미개봉 워치5 프로 블랙 입니다.
가야동 에서 직거래로 할게요.
챗주세요😀
",부산
56,45.5,갤럭시 워치4 골프에디션 44mm 미개봉 블랙 팝니다.,195000,12,1,217,디지털기기,0.02,"
개봉안된 상품이며 씰붙어있어요
네고x
영통아이파크캐슬 1단지에서 거래 가능합니다.
",경기도
57,43.6,갤럭시워치4 골프 에디션 44mm GPS 블랙 미개봉,180000,12,0,226,디지털기기,0.001,"
미개봉입니다.
직거래는 상도역 2번 출구 또는 상도동원베네스트 정문 앞에서 가능합니다. 선입금노리턴 조건으로 택배도 가능하고 택포 가격도 동일합니다. 감사합니다.
",서울
58,88.3,깨끗한 삼성 갤럭시 워치3 판매합니다.,125000,3,0,215,디지털기기,0.001,"
기스 하자 없구요
통화 블루투스 와이파이 다 됩니다.
충전기랑 같이 드립니다
",충남
59,46.2,갤럭시워치 스트랩 20mm,4000,5,0,144,기타 중고물품,0.017,"
갤럭시워치 스트랩 20mm 
워치4,5 등등 20mm 로 호환 다 가능합니다
우먼스9999제품이고 사은품으로 받았는데
선호하는 색이 아니예요
실리콘밴드 타로밀크티색 (연보라계열)
스포츠루프 네이비계열
원하시는분 줄질하세요
가격제안가능
1개가격이며 2개 구매시 9000원
캠타역 근처 직거래가능
문고리 우편함거래 다 가능이요!
",인천
60,66.8,갤럭시워치4 40mm LTE,140000,12,4,540,디지털기기,0.003,"
외관은 사진처럼 깔끔한편이고 액정보호필름부착중
구성품은 충전기가 있습니다
사용은 많이 하지 않았습니다.
직거래는 독산역 독산동 인근에서 가능합니다.
",서울
61,45.3,갤럭시 워치 고속 충전독,30000,0,0,57,디지털기기,0.017,"
모델명 EP-OR900BBEGKR
미개봉 새상품
산격동 직거래합니다
",대구
62,45.3,갤럭시 워치 고속 충전독,30000,0,0,57,디지털기기,0.017,"
모델명 EP-OR900BBEGKR
미개봉 새상품
산격동 직거래합니다
",대구
63,38.8,갤럭시워치5 44mm 풀 커버 스타일링 팩,25000,3,0,159,디지털기기,0.017,"
제품명: 갤럭시워치5 44mm 풀 커버 스타일링 팩
색상: 화이트
상태: 새상품
홍제동 직거래 or 착불택배 거래합니다.
많은 연락요청드려요.
감사합니다🙏
",서울
64,99.0,갤럭시워치5 프로 45mm(오리지널팩+충전독거치대 포함) 미개봉 새상품 판매합니다,450000,4,3,289,디지털기기,0.009,"
색상: 블랙
",부산
65,39.1,갤럭시 워치5 44mm 실버 미개봉(블루투스),270000,9,1,415,디지털기기,0.003,"
갤럭시워치5 44mm 실버 색상입니다.
가장 인기가 많은 사이즈와 색상입니다.
오늘 삼성 공홈에서 배송 받은 새상품입니다.
",대전
66,36.8,갤럭시 워치4 골프에디션 새제품,170000,13,3,726,디지털기기,0.024,"
40 mm 실버 
착용 없고 
사진찍기위해 개봉후 미사용입니다 
새제품 그대로 보관중입니다
",대구
67,38.8,겔럭시기어S3+겔럭시워치42mm 두개로 겔럭시워치4로 교환원합니다,1,2,1,848,디지털기기,0.08333333333333333,"
겔럭시S3+겔럭시워치 40mm 두개로
겔럭시 워치4  로 교환원합니다
상태 좋습니다
",전북
68,41.7,(미개봉 새제품) 갤럭시워치4 40mm 미개봉 SM-R860 블랙 +보호필름 : 갤럭시워치4 40 삼성,185000,14,7,418,디지털기기,0.041666666666666664,"
삼성 갤럭시워치4 정품 40mm
블루투스 wifi gps 모델
한국정발
구매일자 : 22년 8월 20일
오늘 구매해서 미개봉 새제품 그대로 있습니다.
추가로 구한 보호필름도 함께 드립니다.
<거래 Q&A 모음>
🎀직거래 택배거래 퀵거래 모두 가능합니다.
🎀직거래한다고 에누리 해드리진 않습니다.
🎀직거래시 집 앞 거래 선호하나 가격이나 거리에 따라 개찰구 거래도 가능합니다.
🎀택배거래시 일반택배는 배송비 3000~4000원, 반값은 1600~2300원 사이 입니다.
🎀배송비는 구매자님 부담입니다.
🎀택배거래시 파손면책 동의로 간주합니다.
🎀운송장 번호 발송 즉시 보내드립니다.
🎀배송 조회, 배송 지연, 배송 사고는 직접 택배사에 문의하세요.
🎀중고거래 특성상 교환 반품 환불 절대 불가합니다.
🎀상품 문의는 제조사나 지식인에 해주세요.
🎀에누리 요청 금지. 차단+신고 합니다.
🎀예약금을 주신게 아니면 빠른 거래 가능한 분 우선시 합니다.
",서울
69,41.7,(미개봉 새제품) 갤럭시워치4 40mm 미개봉 SM-R860 블랙 +보호필름 : 갤럭시워치4 40 삼성,185000,24,11,728,디지털기기,0.041666666666666664,"
삼성 갤럭시워치4 정품 40mm
블루투스 wifi gps 모델
구매일자 : 22년 8월 20일
방금 구매해서 완전 미개봉새제품 상태 입니다.
보호필름도 함께 드립니다.
<거래 Q&A 모음>
🎀직거래 택배거래 퀵거래 모두 가능합니다.
🎀직거래한다고 에누리 해드리진 않습니다.
🎀직거래시 집 앞 거래 선호하나 가격이나 거리에 따라 개찰구 거래도 가능합니다.
🎀택배거래시 일반택배는 배송비 3000~4000원, 반값은 1600~2300원 사이 입니다.
🎀배송비는 구매자님 부담입니다.
🎀택배거래시 파손면책 동의로 간주합니다.
🎀운송장 번호 발송 즉시 보내드립니다.
🎀배송 조회, 배송 지연, 배송 사고는 직접 택배사에 문의하세요.
🎀중고거래 특성상 교환 반품 환불 절대 불가합니다.
🎀상품 문의는 제조사나 지식인에 해주세요.
🎀에누리 요청 금지. 차단+신고 합니다.
🎀예약금을 주신게 아니면 빠른 거래 가능한 분 우선시 합니다.
",서울
70,37.2,갤럭시워치4 갤럭시워치5 메탈 스트랩 시계줄,15000,5,1,173,남성패션/잡화,0.125,"
배송비까지 2만5천원에 샀던건데 다른 스트랩이 많아서 팝니다.
보호 비닐도 제거 안한 새상품입니다. 커브형이라 액티브는 호환 안되고 갤럭시워치4,5만 됩니다.
줄 끝이 커브형이라 워치4,5는 줄 착용해도 빈틈 없습니다
줄길이 조절하는것도 같이 드립니다
",충남
71,41.3,미개봉 갤럭시워치4 클래식 46mm 갤럭시워치4 46mm클래식 블랙 팝니다,260000,0,0,38,디지털기기,0.125,"
미개봉새제품 갤럭시워치4 클래식 46mm 팝니다 
블랙색상 블루투스모델입니다 
개당 260,000 입니다 
에눌안합니다 이동안합니다 직접가지러오셔야됩니다
",부산
72,41.3,미개봉 갤럭시워치4 클래식 46mm 갤럭시워치4 46mm클래식 블랙 팝니다,260000,7,3,115,디지털기기,0.4583333333333333,"
미개봉새제품 갤럭시워치4 클래식 46mm 팝니다 
블랙색상 블루투스모델입니다 
개당 260,000 입니다 
에눌안합니다 이동안합니다 직접가지러오셔야됩니다
",부산
73,99.0,"[미개봉/직거래/무료배송/블랙,실버] 갤럭시워치4 클래식46mm 갤럭시워치4 46mm클래식",260000,3,0,130,디지털기기,0.5,"
[팝니다] 
미개봉새제품 갤럭시워치4 클래식 46mm  
색상 2가지중 선택 블랙, 실버 SM-R890N (((블루투스모델))
문의주세요!!  
((( 에눌 절대안합니다 에눌xxxx)))
직거래 : 약속잡고오시면됩니다 
   약속시간보다 10분이상늦을시 기다리지않아요
무료배송!!! 택배 당일발송!!! (다음날배송도착)
밤11시50분이전 거래시 다음날바로택배받을수있습니다!!
(부산 전지역 다음날 택배도착)
(강원도 전라도 제주도 및 일부지역 2일정도소요)
",부산
74,40.9,갤럭시워치4 (갤럭시워치5 호환가능) 투명케이스 (새것),10000,3,0,177,디지털기기,0.7916666666666666,"
갤럭시워치4 투명케이스입니다
갤럭시워치5와 호환가능합니다
",인천
75,37.0,갤럭시 액티브 1/2/워치3/워치4/워치4 클래식 실리콘 스포츠 밴드,5000,4,5,416,디지털기기,0.625,"
새로운
",울산
76,36.7,갤럭시 워치4 워치5  44mm 삽니다,1,0,0,18,삽니다,0.3333333333333333,"
워치4 실버
워치5 실버 사봅니다
44mm 사봅니다
워치4 미개봉 17
워치5 미개봉 25 정도 생각중입니다
개봉품은 상태보고 협의의사있습니다
",경북
77,36.5,"갤럭시 펩시 에디션(갤럭시 워치4, 갤럭시 버즈2)",250000,42,5,3599,디지털기기,0.3333333333333333,"
구성품은 갤럭시 워치 4, 갤럭시 버즈 2 와 함께 스트랩,버즈케이스 들어있구요. 
워치는 40mm Lte 제품입니다.
사진만 찍고 다시 세번째 사진처럼 밀봉한 상태입니다.
채팅문의 주세요.
",서울
78,36.7,"갤럭시워치4,워치5 블루투스 블랙 미개봉 삽니다.",260000,0,0,6,삽니다,0.3333333333333333,"
워치5  44mm  26만언
            40mm  23만언
워치4  44mm  18~ ***-****-****   40mm  16만언
에 삽니다.
",전남
79,43.9,갤럭시워치4 정품 스트랩(워치5 호환),18000,9,4,507,디지털기기,0.3333333333333333,"
갤럭시워치4 핑크골드에 포함된 스트랩인데
다른스트랩사용할거라 개봉하고
바로 빼어놓았습니다.
20mm, s/m사이즈입니다.
찾는곳 중앙여고근처 또는 봉개입니다.
",제주
