title,price,like,view,article,category,location,link
애플워치 3 42mm 스페이스그레이,"200,000",1,78,"2021년도 2월에 구입
풀박스 구성에 기본 스트랩 전부 포함
화면에 기스 조금 있어요 사용하는데 지장 없음",웨어러블(워치),경기도 시흥시 정왕4동,https://m.bunjang.co.kr/products/197303086?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치se 44mm 실버 미개봉 판매합니다.,"335,000",13,302,"애플워치se 44mm 실버 
미개봉 새제품입니다
gps 모델
제조월 2022년 3월

실버 알루미늄 케이스 + 어비스 블루 스포츠 밴드
사진 마지막에 있는 이미지와 똑같은 제품입니다.

서울시 보문역 안암역 성신여대역 직거래가능합니다
(직거래는 꼭 확실하게 가능하신 분만 신청부탁드립니다)
택배거래의 경우 착불 또는
편의점 일반 +3,000원
우체국 +4,000원
입니다.

죄송하지만 네고 및 교신 문의는 받지 않고 있습니다.",웨어러블(워치),서울특별시 성북구 안암동,https://m.bunjang.co.kr/products/186359068?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치7 45mm gps (+스트랩 4종),"340,000",10,415,"액정에 기스들 몇개 있긴한데 기능엔 이상 전혀 없습니다~ 사진 확인 해주세요
풀박스 입니다
배터리 효율은 이미 초기화 시키고 갤럭시로 바꿔서 확인이 불가능합니다 ㅠㅠ
스트랩은 기본 스트랩 빼고 4개 더 있는데 필요하시면 같이 드려요 ! 충전 거치대도 함께 드려요

직거래 가능하고 택배 거래도 가능해요
번개페이는 안해요


 에눌 안돼요 !
 교환, 환불 안되니 고민 충분히 하시고 구매해주세요",웨어러블(워치),전국,https://m.bunjang.co.kr/products/197694597?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치6 40mm,"230,000",9,191,"애플워치6 레드  40mm 입니다
전체적으로 깨끗해요
연락주세요",웨어러블(워치),전국,https://m.bunjang.co.kr/products/196521051?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치 3 42mm,"120,000",10,334,"애플워치3 42mm 배터리 성능 최대치100
사진 참고 ;;             상태 좋음 
충전기까지드림 충전기 정품 아님!",웨어러블(워치),충청남도 아산시 신창면,https://m.bunjang.co.kr/products/197386322?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1548) 애플워치SE 44mm GPS 판매합니다 !,"214,000",1,16,"모델명 -애플워치SE 44mm

상태 - 액정기스없이 깨끗하고 사진에 보이는 구성품 모두 드립니다

직거래-부평역부근 11시~8시거래가능
택배거래-평일 3시이전 입금시 당일 우체국택배로 출고 
퀵거래-서울경기인천 퀵거래가능합니다!

궁금하신점 언제나 문의주세요 ♥",웨어러블(워치),인천광역시 부평구 부평6동,https://m.bunjang.co.kr/products/198461116?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치 se 40mm 풀박,"280,000",9,222,"구매 시기는 2월쯤에 샀구여
팔에 뭐 차는 거를 별로 안 좋아해서 ,, 몇 번 착용 안 했어요!! 액정에 기스는 아예 없고, 스트랩 끼는 쪽에 살짝 잔기스 있습니당. 배터리 성능은 99고요. 구매하시면 
스트랩 3개 더 드릴게용",웨어러블(워치),전국,https://m.bunjang.co.kr/products/197170670?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치 se 40mm,"280,000",7,83,"3월 구매
풀박
몇 번 착용 안 함
상태 좋음
배터리 99%
스트랩 3개 더 줌",웨어러블(워치),전라북도 전주시 덕진구 인후3동,https://m.bunjang.co.kr/products/198018414?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
링케 애플워치se/6/5/4 슬림케이스 44mm 클리어 2매 새상품,"11,500",1,121,"겉포장지만 뜯은 새상품입니다 케이스 안 건드렸어요 제 거랑 사이즈가 안 맞아서 팔아요 택배비 포함한 가격입니다 2개 일괄로 팔아요
애플워치 SE/6/5/4 44mm용 케이스입니다 2개 다 투명이에요
사이즈 착오로 인한 구매는 환불 안 해드립니다
배송은 가능하면 빨리 해드립니다",케이스/보호필름/액세서리,전국,https://m.bunjang.co.kr/products/194130417?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치 나이키에디션 se 40mm 실버 판매,"285,000",0,1,"21년 10월 24일 구매
상자X 충전기o 스트랩 껴져있는거 드려요
배터리 성능 97프로 
케이스 끼고 다녀서 깨끗하구요 필름도 붙여져있어요,
액정에 생활기스 존재
사용감 있어요 예민하신분 패스해주세요
직거는 월계동, 첨단 가능,다른동에서도 가능
편택 가능, 배송비 별도
쿨거시 택포 가능",웨어러블(워치),광주광역시 광산구 첨단2동,https://m.bunjang.co.kr/products/198460966?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치 se 40mm 풀박스,"239,000",3,87,상태는 생활기스 쫌 있지만 자세히 봐야 보입니다. 나머지는 다 괜찮습니다. 배터리 성능 99%입니다. 풀박스입니다. 스트랩은 네이비색만 정품이고 나머지는 네이버 스토어에서 구매했습니다. 필요하시면 드리겠습니다. 인증 다 가능하니까 편하게 연락주세요~,웨어러블(워치),전국,https://m.bunjang.co.kr/products/198322093?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치6 44mm 셀룰러,"240,000",7,640,"애플워치6 44mm 블루 셀룰러
박스없이 본품만 베터리효율 83%
스트랩3개
배송비별도",웨어러블(워치),경기도 김포시 하성면,https://m.bunjang.co.kr/products/196278233?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치 se 40mm 스페이스그레이,"270,000",1,53,"애플워치 se 40mm gps 스페이스 그레이 색상 . 화면에 기스 외엔 배터리 성능 100 이고 나머지 부분은 찍힘 기스 전혀 없는 그냥 새상품이랑 같습니다
사고나서 몇번 쓰고 안쓰게 돼서 방치해 놓다가 판매해요 !! 
박스랑 충전기 다 있구요 사진에 있는 기본 블랙 스트랩이랑 밀레니즈 스트랩 있는거 까지 다 보내드려요 !!!
돈이 급하게 필요해서 다 포함해서 싸게 판매해요 궁금하신거 있으면 번개톡으로 사진 다 보내드려요 얼른 가져가세요 !-! (택배비 포함 가격 입니다",웨어러블(워치),서울특별시 강동구 명일제2동,https://m.bunjang.co.kr/products/197642560?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
