title,price,like,view,article,category,location,link
갤럭시워치4 40mm,"155,000",14,364,"2개월 정도 사용하였습니다.
아이폰으로 바꾸게 되어 판매합니다.
제조일자는 2021 9월입니다.
약간의 흡집이 있습니다. 
강화유리필름이랑 시계줄 추가로 드립니다.
배송비는 제가 부담합니다.",웨어러블(워치),전국,https://m.bunjang.co.kr/products/196602195?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시워치 20mm 스포츠스트랩,"6,000",4,79,"갤럭시워치 20mm 스포츠 스트랩 입니다.
싸게 가져가셔용~~~~",웨어러블(워치),서울특별시 성북구 정릉제1동,https://m.bunjang.co.kr/products/193745364?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시 워치 3 45mm lte,"90,000",0,47,"워치3  특징: 1.구매직후 베젤링보호커버,액정보호기 설치 2.워치3(45mm,LTE버젼)  3.가죽스트랩 포함",웨어러블(워치),경기도 화성시 동탄5동,https://m.bunjang.co.kr/products/197777832?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시 워치  40mm,"200,000",0,9,"새상품입니다
제가 주문한건데 택배주소 변경해드려요",웨어러블(워치),전국,https://m.bunjang.co.kr/products/197945737?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
미개봉 택포) 갤럭시워치4 골프 에디션 44mm,"182,000",1,8,"미개봉 국내정발품입니다
22년 5월 제조품이며
택포가격이니 이대로 번패해 주시거나
거래이력 후기 많으니
송금주셔서 수수료 아끼셔도 됩니다

가격네고는 받지 않습니다~",웨어러블(워치),전국,https://m.bunjang.co.kr/products/198500110?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
택포)정품 갤럭시워치5 44mm 풀커버 케이스 미개봉,"30,000",0,10,"미개봉 새제품입니다
삼성 정품입니다
갤럭시워치5 44mm 풀커버 케이스


• 택배거래만 합니다 직거래안해요
• 교신 안받아요
• 쿨거래만합니다 
• 200건넘게 거래한 제 상점 후기 보고 오시면 
   신뢰가실겁니다!",케이스/보호필름/액세서리,전국,https://m.bunjang.co.kr/products/198499745?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
미개봉 갤럭시워치5 44mm 그라파이트 lte,"290,000",0,15,"갤워치5 44mm 그라파이트 lte 블루투스 모델
미개봉 새제품입니다
최초통신사 SK / 정상해지완료
블루투스로만 써도되고 개통해서 써도됩니다

풀커버 케이스포함시 2만원추가

• 택배거래만 합니다 직거래안해요
• 교신 안받아요
• 쿨거래만합니다 
• 200건넘게 거래한 제 상점 후기 보고 오시면 
   신뢰가실겁니다!",웨어러블(워치),전국,https://m.bunjang.co.kr/products/198499569?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
미개봉 새상품 갤럭시워치4 40mm 실버 블루투스,"190,000",1,12,"미개봉 새상품 입니다. 보호 필름 같이 드려요.
갤럭시 워치4 40mm 실버 블루투스

중고 거래 특성상 반품 환불은 불가 합니다
택배비 별도 GS반택 가능.",웨어러블(워치),전국,https://m.bunjang.co.kr/products/198499276?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시워치5 프로 블랙티타늄 미개봉 최저가 직거래 선호 강남,"385,000",0,24,"안녕하세요. 
갤럭시워치프로 블랙티타늄 미개봉 판매합니다. 
최저가올립니다. ^^

강남 논현동 직거래 선호 합니다. 
***-****-****",웨어러블(워치),전국,https://m.bunjang.co.kr/products/198437574?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시워치1 43mm (LTE버젼),"93,000",19,2373,"2018.9월에구매한 갤럭시워치1이에요.
LTE버젼이구요.

초반사진들은 처음구매하자마자 베젤링붙이고찍은 2018.9월사진들이고 마지막 사진들은 방금찍은거에요.
(2021.7.23.아침6시촬영)


●처음5장은 2018.9월에 구매하자마자찍은사진이고 
●6번째사진부터가 오늘찍은거에요.

■구성품:본체,충전거치대(아답터는 없음)
■추가구성품:시계줄연장가능한거 두토막,시계핀2개
                           기본시계줄,구매한 또다른시계줄

●○●설명서없음,제품박스없음



아직 액정스티커도 안떼었고
몇년되었지만 차고나간적은 총15번도안될만큼 안차고다녔네요.


중고나라에보니 12만원에 팔더라구요.


●허락없이 번개페이입금하지마세요. 거절합니다!
번개페이는 받지않습니다.
●무조건 현재올려진가격으로만 판매합니다.
●택배포함얼마로해주세요...도 하지않습니다.
무조건 택배비선입금하지않을거면 하지않습니다.
●직거래는 우리집앞까지오실분만 받습니다.
●직거래시 깍아달라하셔도 절대 깍아주지않습니다.",웨어러블(워치),서울특별시 강서구 염창동,https://m.bunjang.co.kr/products/159868308?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시 워치 스톰 22mm 20mm 가죽 시계줄,"19,000",16,679,"시계줄 판매입니다.(시계는 포함 안 됨)

색상:
블랙, 브라운

사이즈: 22mm, 20mm

사이즈(시계폭) 측정 후 구매 해 주세요.
사이즈 교환시 5,800원 교환비 발생.

네이버, 쿠팡 검색창에
""알리다오"" 
브랜드를 검색하셔도 편하게 구매 가능합니다.",기타 액세서리,경기도 부천시 범박동,https://m.bunjang.co.kr/products/176431206?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시워치4 워치3 GTS2 가죽 실리콘 시계줄,"11,000",18,2090,"시계줄 판매입니다.(시계는 포함 안 됨)

색상:
블랙, 브라운, 다크브라운

사이즈: 22mm, 20mm

사이즈(시계폭) 측정 후 구매 해 주세요.
사이즈 교환시 5,800원 교환비 발생.

네이버, 쿠팡 검색창에
""알리다오"" 
브랜드를 검색하셔도 편하게 구매 가능합니다.",기타(시계),경기도 부천시 범박동,https://m.bunjang.co.kr/products/176430936?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시 워치4 기어s3 기어s2 액티브2 실리콘 가죽 스트랩 시계줄,"25,000",14,3610,"시계줄 판매입니다.(시계는 포함 안 됨)
천연가죽 재질로 부드럽고 고급스럽습니다.
개성있고 특징있는 제품을 원하시는 고객님께 추천 드립니다.

색상:
블랙, 브라운

사이즈: 22mm, 20mm

사이즈(시계폭) 측정 후 구매 해 주세요.
사이즈 교환시 5,800원 교환비 발생.

네이버, 쿠팡 검색창에
""알리다오"" 
브랜드를 검색하셔도 편하게 구매 가능합니다.",기타(시계),경기도 부천시 범박동,https://m.bunjang.co.kr/products/176430196?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시 워치 알마니 ck 시계줄 22mm 20mm,"12,000",10,689,"시계줄 판매입니다.(시계는 포함 안 됨)

스마트 워치 호환 스트랩
22mm 20mm 사이즈 가능
트윈 색상이 돋보이는 제품

색상:
카키, 블랙, 네이비, 옐로우, 레드, 민트, 화이트

사이즈: 22mm, 20mm

사이즈(시계폭) 측정 후 구매 해 주세요.
사이즈 교환시 5,800원 교환비 발생.

네이버, 쿠팡 검색창에
""알리다오"" 
브랜드를 검색하셔도 편하게 구매 가능합니다.",기타 액세서리,경기도 부천시 범박동,https://m.bunjang.co.kr/products/176428393?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
디젤 알마니 파슬 24 22 20 18mm 갤럭시 워치 시계줄,"10,000",68,1338,"시계줄 판매입니다.(시계는 포함 안 됨)

색상:
블랙, 브라운, 라이트브라운, 그레이, 네이비, 베이지, 다크오렌지

사이즈: 24mm, 22mm, 20mm 18mm

사이즈(시계폭) 측정 후 구매 해 주세요.
사이즈 교환시 5,800원 교환비 발생.

네이버, 쿠팡 검색창에
""알리다오"" 
브랜드를 검색하셔도 편하게 구매 가능합니다.",기타(시계),경기도 부천시 범박동,https://m.bunjang.co.kr/products/176376284?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시워치4  40mm블루투스,"170,000",10,571,"2021년 11월구매
시계화면에 강화유리 붙여놨어요.
📌쿨거래시 배송비는 제가 부담합니다.
📌상태A급.
📌번개페이 거래안함",웨어러블(워치),부산광역시 연제구 연산제9동,https://m.bunjang.co.kr/products/187240438?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
미개봉 갤럭시워치4 골프 블랙 44미리 블루투스 택착,"199,900",42,1423,"미개봉 입니다 

번페 네고 교환 쿨거래 정중히 사양합니다
멀리서 오셔도 네고는 없으며 왠만하면
주문자 및 입금자가 동일해야 거래 가능합니다
(3자사기 예방차원!)
후기만 보시고 편히 거래하심 됩니다
제품 특성상 오픈후 
환불 불가입니다",웨어러블(워치),경기도 용인시 기흥구 동백동,https://m.bunjang.co.kr/products/180965992?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시 워치 액티브2 판매합니다,"95,000",0,44,"사용한지는 1년조금 넘었구요
다른거 살거라 판매합니다
제가 산 44mm 스트랩도 같이 드립니다
하자 없음
편의점 택배 2500",웨어러블(워치),전국,https://m.bunjang.co.kr/products/198133003?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시 워치 S3 프론티어 판매합니다,"50,000",2,45,"초기화 완료했고 다 정상작동 됩니다
기기랑 충전기 구성으로 판매해요~",웨어러블(워치),부산광역시 동래구 수민동,https://m.bunjang.co.kr/products/198113999?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시워치4 44mm 미개봉 블랙 실버 그린,"180,000",96,1840,"미개봉 새상품
택배 거래 합니다!!!!",웨어러블(워치),충청북도 청주시 흥덕구 복대1동,https://m.bunjang.co.kr/products/190601453?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
"갤럭시워치4 클래식 46mm 블랙,실버 블루투스","250,000",46,2295,"미개봉 새상품 우체국 택포 
가격에 택배 거래 합니다!!",웨어러블(워치),충청북도 청주시 흥덕구 복대1동,https://m.bunjang.co.kr/products/185445494?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시워치 40mm 미개봉 블랙 실버 핑크 블루투스,"150,000",99,1459,"미개봉 새상품 청주는 직거래
외지역 택배거래합니다",웨어러블(워치),충청북도 청주시 흥덕구 복대1동,https://m.bunjang.co.kr/products/183920492?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시워치4 42mm,"180,000",4,159,"갤럭시워치4 42mm lte
개통했다가 해지상태입니다
개통없이도 사용가능합니다
초기화상태구요
박스 찾으면 있어요
쿨거시 에누리
여분 밴드,케이스 전부드려요
충전기포함
자세한건 번톡주세여",웨어러블(워치),전국,https://m.bunjang.co.kr/products/184994600?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
[ET-YSU81] 삼성 정품 갤럭시 워치 실리콘 밴드 20mm,"9,900",0,128,"구매후 사용하지 않은 새제품 입니다.

택배는 우체국으로 보내드립니다.
( 택배비 별도 )

찔러보기, 교신문의, 에눌문의 모두 차단하겠습니다.
( 찔러보시다가 괜히 차단 당하지 마시고 )

충분히 고민 잘해보시고 연락주세요.",웨어러블(워치),전국,https://m.bunjang.co.kr/products/181189515?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
랩씨 갤럭시 워치 실리콘 스트랩 스포츠 밴드 시계 줄,"10,000",0,41,"브랜드
랩씨

랩씨 갤럭시 워치 실리콘 스트랩 스포츠 밴드 시계 줄

색상
그레이

사이즈
20mm

스트랩
랩씨 갤럭시 워치 실리콘 스트랩 스포츠 밴드 시계 줄


상점소개나 상점공지 글 읽으세요.

새제품
판매 1만",케이스/보호필름/액세서리,울산광역시 남구 삼산동,https://m.bunjang.co.kr/products/197005074?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
@갤럭시워치3@45mm,"90,000",0,11,"갤럭시워치3 45mm
충전 포함
본 상품 이미지와 판매제품 동일합니다

번개페이 안전결제 택배거래 환영합니다",웨어러블(워치),전국,https://m.bunjang.co.kr/products/198497884?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시워치4 40mm 새상품,"150,000",6,55,"새상품
무료배송 색상 블랙 실버 핑크골드 선택후 채팅주세요
인터넷 쇼핑몰 베네피아 청년몰로 구매해서 보내드리는겁니다 찔러보실꺼면 애초에 연락주시지마세요 거래하실분만 채팅부탁드립니다",웨어러블(워치),전국,https://m.bunjang.co.kr/products/198443444?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시워치 솔로루프 20mm / 125mm,"4,000",2,92,"갤럭시워치 솔로루프 입니다~
20mm짜리이고요
새제품입니다~

길이는 125mm 입니다
손목 15~16cm정도 굵기이시면 맞으실거에요~

수내3동 푸른마을 / 판교 삼환하이펙스A동에서 직거래 가능합니다~ 
원하시면 반값택배 /착불택배 / 비대면 거래 가능합니다~ 
중고거래니만큼 반품 사양합니다^^",웨어러블(워치),경기도 성남시 분당구 수내3동,https://m.bunjang.co.kr/products/194316951?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시 워치5 30%할인쿠폰 판매,"25,000",1,265,"중고나라 거래내역 많아요 , 바로주문해드려요!

워치5 프로 45(블루투스) 349,300원

워치5 프로 45(LTE) 369,600원

워치5 40(블루) 209,300원

워치5 40(LTE) 231,000원

​워치5 44(블루) 230,300원

워치5 44(LTE) 254,100원

워치5 프로 골프 45 384,300원

워치5 44 골프 265,300원

워치5 40 골프 244.300원 ​

​
위 가격이 30% 할인 된 가격이고, 추가로 2.5만원 입금 더 해주시면 됩니다",웨어러블(워치),경기도 부천시 약대동,https://m.bunjang.co.kr/products/197282455?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
